recording_id,start_time,end_time,meeting_id
940,2020-11-16 16:57:00,2020-11-16 16:58:00,375
941,2020-11-16 16:58:00,2020-11-16 17:00:00,375
942,2020-11-23 15:00:00,2020-11-23 16:57:00,376
943,2020-11-23 16:57:00,2020-11-23 16:58:00,376
944,2020-11-23 16:58:00,2020-11-23 17:00:00,376
945,2020-11-30 15:00:00,2020-11-30 16:32:00,377
946,2020-11-30 16:32:00,2020-11-30 16:58:00,377
947,2020-11-30 16:58:00,2020-11-30 17:00:00,377
948,2020-12-07 15:00:00,2020-12-07 15:38:00,378
949,2020-12-07 15:38:00,2020-12-07 15:59:00,378
950,2020-12-07 15:59:00,2020-12-07 17:00:00,378
951,2020-12-14 15:00:00,2020-12-14 15:26:00,379
952,2020-12-14 15:26:00,2020-12-14 15:42:00,379
953,2020-12-14 15:42:00,2020-12-14 17:00:00,379
954,2020-12-21 15:00:00,2020-12-21 15:20:00,380
955,2020-12-21 15:20:00,2020-12-21 15:59:00,380
956,2020-12-21 15:59:00,2020-12-21 16:51:00,380
957,2020-12-21 16:51:00,2020-12-21 17:00:00,380
958,2020-07-06 10:00:00,2020-07-06 12:00:00,381
959,2020-07-13 10:00:00,2020-07-13 11:09:00,382
960,2020-07-13 11:09:00,2020-07-13 12:00:00,382
961,2020-07-20 10:00:00,2020-07-20 10:42:00,383
962,2020-07-20 10:42:00,2020-07-20 12:00:00,383
963,2020-07-27 10:00:00,2020-07-27 11:12:00,384
964,2020-07-27 11:12:00,2020-07-27 11:58:00,384
965,2020-07-27 11:58:00,2020-07-27 11:59:00,384
966,2020-07-27 11:59:00,2020-07-27 12:00:00,384
967,2020-08-03 10:00:00,2020-08-03 11:39:00,385
968,2020-08-03 11:39:00,2020-08-03 12:00:00,385
969,2020-08-10 10:00:00,2020-08-10 12:00:00,386
970,2020-08-17 10:00:00,2020-08-17 10:28:00,387
971,2020-08-17 10:28:00,2020-08-17 11:37:00,387
972,2020-08-17 11:37:00,2020-08-17 12:00:00,387
973,2020-08-24 10:00:00,2020-08-24 10:10:00,388
974,2020-08-24 10:10:00,2020-08-24 10:13:00,388
975,2020-08-24 10:13:00,2020-08-24 11:37:00,388
976,2020-08-24 11:37:00,2020-08-24 12:00:00,388
977,2020-08-31 10:00:00,2020-08-31 10:22:00,389
978,2020-08-31 10:22:00,2020-08-31 12:00:00,389
979,2020-09-07 10:00:00,2020-09-07 11:07:00,390
980,2020-09-07 11:07:00,2020-09-07 12:00:00,390
981,2020-09-14 10:00:00,2020-09-14 12:00:00,391
982,2020-09-21 10:00:00,2020-09-21 11:49:00,392
983,2020-09-21 11:49:00,2020-09-21 11:58:00,392
984,2020-09-21 11:58:00,2020-09-21 12:00:00,392
985,2020-09-28 10:00:00,2020-09-28 11:24:00,393
986,2020-09-28 11:24:00,2020-09-28 11:44:00,393
987,2020-09-28 11:44:00,2020-09-28 12:00:00,393
988,2020-10-05 10:00:00,2020-10-05 11:15:00,394
989,2020-10-05 11:15:00,2020-10-05 12:00:00,394
990,2020-10-12 10:00:00,2020-10-12 12:00:00,395
991,2020-10-19 10:00:00,2020-10-19 10:46:00,396
992,2020-10-19 10:46:00,2020-10-19 10:56:00,396
993,2020-10-19 10:56:00,2020-10-19 11:39:00,396
994,2020-10-19 11:39:00,2020-10-19 12:00:00,396
995,2020-10-26 10:00:00,2020-10-26 11:46:00,397
996,2020-10-26 11:46:00,2020-10-26 11:48:00,397
997,2020-10-26 11:48:00,2020-10-26 12:00:00,397
998,2020-11-02 10:00:00,2020-11-02 10:46:00,398
999,2020-11-02 10:46:00,2020-11-02 12:00:00,398
1000,2020-11-09 10:00:00,2020-11-09 12:00:00,399
1001,2020-11-16 10:00:00,2020-11-16 10:02:00,400
1002,2020-11-16 10:02:00,2020-11-16 10:58:00,400
1003,2020-11-16 10:58:00,2020-11-16 11:13:00,400
1004,2020-11-16 11:13:00,2020-11-16 12:00:00,400
1005,2020-11-23 10:00:00,2020-11-23 10:38:00,401
1006,2020-11-23 10:38:00,2020-11-23 10:39:00,401
1007,2020-11-23 10:39:00,2020-11-23 11:02:00,401
1008,2020-11-23 11:02:00,2020-11-23 12:00:00,401
1009,2020-11-30 10:00:00,2020-11-30 11:09:00,402
1010,2020-11-30 11:09:00,2020-11-30 11:14:00,402
1011,2020-11-30 11:14:00,2020-11-30 11:56:00,402
1012,2020-11-30 11:56:00,2020-11-30 12:00:00,402
1013,2020-12-07 10:00:00,2020-12-07 12:00:00,403
1014,2020-12-14 10:00:00,2020-12-14 10:51:00,404
1015,2020-12-14 10:51:00,2020-12-14 12:00:00,404
1016,2020-12-21 10:00:00,2020-12-21 11:34:00,405
1017,2020-12-21 11:34:00,2020-12-21 12:00:00,405
1018,2020-01-06 14:00:00,2020-01-06 15:48:00,406
1019,2020-01-06 15:48:00,2020-01-06 16:00:00,406
1020,2020-01-13 14:00:00,2020-01-13 16:00:00,407
1021,2020-01-20 14:00:00,2020-01-20 15:07:00,408
1022,2020-01-20 15:07:00,2020-01-20 15:20:00,408
1023,2020-01-20 15:20:00,2020-01-20 15:53:00,408
1024,2020-01-20 15:53:00,2020-01-20 16:00:00,408
1025,2020-01-27 14:00:00,2020-01-27 15:27:00,409
1026,2020-01-27 15:27:00,2020-01-27 16:00:00,409
1027,2020-02-03 14:00:00,2020-02-03 15:04:00,410
1028,2020-02-03 15:04:00,2020-02-03 15:37:00,410
1029,2020-02-03 15:37:00,2020-02-03 15:58:00,410
1030,2020-02-03 15:58:00,2020-02-03 16:00:00,410
1031,2020-02-10 14:00:00,2020-02-10 14:44:00,411
1032,2020-02-10 14:44:00,2020-02-10 16:00:00,411
1033,2020-02-17 14:00:00,2020-02-17 15:13:00,412
1034,2020-02-17 15:13:00,2020-02-17 16:00:00,412
1035,2020-02-24 14:00:00,2020-02-24 14:05:00,413
1036,2020-02-24 14:05:00,2020-02-24 16:00:00,413
1037,2020-03-02 14:00:00,2020-03-02 16:00:00,414
1038,2020-03-09 14:00:00,2020-03-09 14:43:00,415
1039,2020-03-09 14:43:00,2020-03-09 15:23:00,415
1040,2020-03-09 15:23:00,2020-03-09 16:00:00,415
1041,2020-03-16 14:00:00,2020-03-16 15:14:00,416
1042,2020-03-16 15:14:00,2020-03-16 16:00:00,416
1043,2020-03-23 14:00:00,2020-03-23 14:08:00,417
1044,2020-03-23 14:08:00,2020-03-23 14:57:00,417
1045,2020-03-23 14:57:00,2020-03-23 16:00:00,417
1046,2020-07-07 14:00:00,2020-07-07 14:09:00,418
1047,2020-07-07 14:09:00,2020-07-07 14:45:00,418
1048,2020-07-07 14:45:00,2020-07-07 14:56:00,418
1049,2020-07-07 14:56:00,2020-07-07 15:00:00,418
1050,2020-07-14 14:00:00,2020-07-14 14:59:00,419
1051,2020-07-14 14:59:00,2020-07-14 15:00:00,419
1052,2020-07-21 14:00:00,2020-07-21 14:33:00,420
1053,2020-07-21 14:33:00,2020-07-21 15:00:00,420
1054,2020-07-28 14:00:00,2020-07-28 14:15:00,421
1055,2020-07-28 14:15:00,2020-07-28 14:52:00,421
1056,2020-07-28 14:52:00,2020-07-28 14:54:00,421
1057,2020-07-28 14:54:00,2020-07-28 15:00:00,421
1058,2020-08-04 14:00:00,2020-08-04 14:57:00,422
1059,2020-08-04 14:57:00,2020-08-04 15:00:00,422
1060,2020-08-11 14:00:00,2020-08-11 14:02:00,423
1061,2020-08-11 14:02:00,2020-08-11 14:23:00,423
1062,2020-08-11 14:23:00,2020-08-11 15:00:00,423
1063,2020-08-18 14:00:00,2020-08-18 14:40:00,424
1064,2020-08-18 14:40:00,2020-08-18 15:00:00,424
1065,2020-08-25 14:00:00,2020-08-25 14:17:00,425
1066,2020-08-25 14:17:00,2020-08-25 14:18:00,425
1067,2020-08-25 14:18:00,2020-08-25 14:42:00,425
1068,2020-08-25 14:42:00,2020-08-25 15:00:00,425
1069,2020-09-01 14:00:00,2020-09-01 15:00:00,426
1070,2020-09-08 14:00:00,2020-09-08 14:43:00,427
1071,2020-09-08 14:43:00,2020-09-08 14:52:00,427
1072,2020-09-08 14:52:00,2020-09-08 14:59:00,427
1073,2020-09-08 14:59:00,2020-09-08 15:00:00,427
1074,2020-09-15 14:00:00,2020-09-15 14:38:00,428
1075,2020-09-15 14:38:00,2020-09-15 15:00:00,428
1076,2020-09-22 14:00:00,2020-09-22 14:22:00,429
1077,2020-09-22 14:22:00,2020-09-22 15:00:00,429
1078,2020-09-29 14:00:00,2020-09-29 14:32:00,430
1079,2020-09-29 14:32:00,2020-09-29 14:44:00,430
1080,2020-09-29 14:44:00,2020-09-29 15:00:00,430
1081,2020-10-06 14:00:00,2020-10-06 15:00:00,431
1082,2020-10-13 14:00:00,2020-10-13 15:00:00,432
1083,2020-10-20 14:00:00,2020-10-20 14:13:00,433
1084,2020-10-20 14:13:00,2020-10-20 14:35:00,433
1085,2020-10-20 14:35:00,2020-10-20 15:00:00,433
1086,2020-10-27 14:00:00,2020-10-27 14:54:00,434
1087,2020-10-27 14:54:00,2020-10-27 15:00:00,434
1088,2020-11-03 14:00:00,2020-11-03 14:44:00,435
1089,2020-11-03 14:44:00,2020-11-03 15:00:00,435
1090,2020-11-10 14:00:00,2020-11-10 15:00:00,436
1091,2020-11-17 14:00:00,2020-11-17 14:23:00,437
1092,2020-11-17 14:23:00,2020-11-17 15:00:00,437
1093,2020-11-24 14:00:00,2020-11-24 15:00:00,438
1094,2020-12-01 14:00:00,2020-12-01 14:44:00,439
1095,2020-12-01 14:44:00,2020-12-01 14:46:00,439
1096,2020-12-01 14:46:00,2020-12-01 14:51:00,439
1097,2020-12-01 14:51:00,2020-12-01 15:00:00,439
1098,2020-12-08 14:00:00,2020-12-08 14:48:00,440
1099,2020-12-08 14:48:00,2020-12-08 14:50:00,440
1100,2020-12-08 14:50:00,2020-12-08 15:00:00,440
1101,2020-12-15 14:00:00,2020-12-15 14:44:00,441
1102,2020-12-15 14:44:00,2020-12-15 14:53:00,441
1103,2020-12-15 14:53:00,2020-12-15 14:56:00,441
1104,2020-12-15 14:56:00,2020-12-15 15:00:00,441
1105,2020-12-22 14:00:00,2020-12-22 14:52:00,442
1106,2020-12-22 14:52:00,2020-12-22 15:00:00,442
1107,2020-10-07 10:00:00,2020-10-07 11:58:00,443
1108,2020-10-07 11:58:00,2020-10-07 12:00:00,443
1109,2020-10-14 10:00:00,2020-10-14 12:00:00,444
1110,2020-10-21 10:00:00,2020-10-21 10:46:00,445
1111,2020-10-21 10:46:00,2020-10-21 12:00:00,445
1112,2020-10-28 10:00:00,2020-10-28 10:42:00,446
1113,2020-10-28 10:42:00,2020-10-28 10:56:00,446
1114,2020-10-28 10:56:00,2020-10-28 12:00:00,446
1115,2020-11-04 10:00:00,2020-11-04 11:45:00,447
1116,2020-11-04 11:45:00,2020-11-04 11:56:00,447
1117,2020-11-04 11:56:00,2020-11-04 11:59:00,447
1118,2020-11-04 11:59:00,2020-11-04 12:00:00,447
1119,2020-11-11 10:00:00,2020-11-11 12:00:00,448
1120,2020-11-18 10:00:00,2020-11-18 11:39:00,449
1121,2020-11-18 11:39:00,2020-11-18 11:55:00,449
1122,2020-11-18 11:55:00,2020-11-18 11:58:00,449
1123,2020-11-18 11:58:00,2020-11-18 12:00:00,449
1124,2020-11-25 10:00:00,2020-11-25 10:19:00,450
1125,2020-11-25 10:19:00,2020-11-25 10:56:00,450
1126,2020-11-25 10:56:00,2020-11-25 11:02:00,450
1127,2020-11-25 11:02:00,2020-11-25 12:00:00,450
1128,2020-12-02 10:00:00,2020-12-02 12:00:00,451
1129,2020-12-09 10:00:00,2020-12-09 10:09:00,452
1130,2020-12-09 10:09:00,2020-12-09 12:00:00,452
1131,2020-12-16 10:00:00,2020-12-16 10:30:00,453
1132,2020-12-16 10:30:00,2020-12-16 11:08:00,453
1133,2020-12-16 11:08:00,2020-12-16 11:49:00,453
1134,2020-12-16 11:49:00,2020-12-16 12:00:00,453
1135,2020-12-23 10:00:00,2020-12-23 11:21:00,454
1136,2020-12-23 11:21:00,2020-12-23 11:59:00,454
1137,2020-12-23 11:59:00,2020-12-23 12:00:00,454
1138,2020-07-09 14:00:00,2020-07-09 14:21:00,455
1139,2020-07-09 14:21:00,2020-07-09 15:30:00,455
1140,2020-07-16 14:00:00,2020-07-16 15:30:00,456
1141,2020-07-23 14:00:00,2020-07-23 14:46:00,457
1142,2020-07-23 14:46:00,2020-07-23 15:18:00,457
1143,2020-07-23 15:18:00,2020-07-23 15:30:00,457
1144,2020-07-30 14:00:00,2020-07-30 14:20:00,458
1145,2020-07-30 14:20:00,2020-07-30 14:44:00,458
1146,2020-07-30 14:44:00,2020-07-30 15:06:00,458
1147,2020-07-30 15:06:00,2020-07-30 15:30:00,458
1148,2020-08-06 14:00:00,2020-08-06 15:30:00,459
1149,2020-08-13 14:00:00,2020-08-13 14:14:00,460
1150,2020-08-13 14:14:00,2020-08-13 15:30:00,460
1151,2020-08-20 14:00:00,2020-08-20 14:14:00,461
1152,2020-08-20 14:14:00,2020-08-20 15:30:00,461
1153,2020-08-27 14:00:00,2020-08-27 15:07:00,462
1154,2020-08-27 15:07:00,2020-08-27 15:27:00,462
1155,2020-08-27 15:27:00,2020-08-27 15:30:00,462
1156,2020-09-03 14:00:00,2020-09-03 14:43:00,463
1157,2020-09-03 14:43:00,2020-09-03 15:23:00,463
1158,2020-09-03 15:23:00,2020-09-03 15:30:00,463
1159,2020-09-10 14:00:00,2020-09-10 14:06:00,464
1160,2020-09-10 14:06:00,2020-09-10 15:30:00,464
1161,2020-09-17 14:00:00,2020-09-17 15:06:00,465
1162,2020-09-17 15:06:00,2020-09-17 15:29:00,465
1163,2020-09-17 15:29:00,2020-09-17 15:30:00,465
1164,2020-09-24 14:00:00,2020-09-24 15:16:00,466
1165,2020-09-24 15:16:00,2020-09-24 15:30:00,466
1166,2020-07-07 08:00:00,2020-07-07 08:25:00,467
1167,2020-07-07 08:25:00,2020-07-07 08:28:00,467
1168,2020-07-07 08:28:00,2020-07-07 08:30:00,467
1169,2020-07-14 08:00:00,2020-07-14 08:01:00,468
1170,2020-07-14 08:01:00,2020-07-14 08:12:00,468
1171,2020-07-14 08:12:00,2020-07-14 08:23:00,468
1172,2020-07-14 08:23:00,2020-07-14 08:30:00,468
1173,2020-07-21 08:00:00,2020-07-21 08:27:00,469
1174,2020-07-21 08:27:00,2020-07-21 08:30:00,469
1175,2020-07-28 08:00:00,2020-07-28 08:12:00,470
1176,2020-07-28 08:12:00,2020-07-28 08:25:00,470
1177,2020-07-28 08:25:00,2020-07-28 08:30:00,470
1178,2020-08-04 08:00:00,2020-08-04 08:30:00,471
1179,2020-08-11 08:00:00,2020-08-11 08:13:00,472
1180,2020-08-11 08:13:00,2020-08-11 08:14:00,472
1181,2020-08-11 08:14:00,2020-08-11 08:30:00,472
1182,2020-08-18 08:00:00,2020-08-18 08:30:00,473
1183,2020-08-25 08:00:00,2020-08-25 08:30:00,474
1184,2020-09-01 08:00:00,2020-09-01 08:03:00,475
1185,2020-09-01 08:03:00,2020-09-01 08:30:00,475
1186,2020-09-08 08:00:00,2020-09-08 08:30:00,476
1187,2020-09-15 08:00:00,2020-09-15 08:07:00,477
1188,2020-09-15 08:07:00,2020-09-15 08:28:00,477
1189,2020-09-15 08:28:00,2020-09-15 08:30:00,477
1190,2020-09-22 08:00:00,2020-09-22 08:19:00,478
1191,2020-09-22 08:19:00,2020-09-22 08:30:00,478
1192,2020-01-09 13:00:00,2020-01-09 14:30:00,479
1193,2020-01-16 13:00:00,2020-01-16 14:21:00,480
1194,2020-01-16 14:21:00,2020-01-16 14:28:00,480
1195,2020-01-16 14:28:00,2020-01-16 14:30:00,480
1196,2020-01-23 13:00:00,2020-01-23 13:58:00,481
1197,2020-01-23 13:58:00,2020-01-23 14:30:00,481
1198,2020-01-30 13:00:00,2020-01-30 13:01:00,482
1199,2020-01-30 13:01:00,2020-01-30 14:30:00,482
1200,2020-02-06 13:00:00,2020-02-06 14:30:00,483
1201,2020-02-13 13:00:00,2020-02-13 13:07:00,484
1202,2020-02-13 13:07:00,2020-02-13 13:36:00,484
1203,2020-02-13 13:36:00,2020-02-13 14:30:00,484
1204,2020-02-20 13:00:00,2020-02-20 13:33:00,485
1205,2020-02-20 13:33:00,2020-02-20 13:53:00,485
1206,2020-02-20 13:53:00,2020-02-20 14:30:00,485
1207,2020-02-27 13:00:00,2020-02-27 14:24:00,486
1208,2020-02-27 14:24:00,2020-02-27 14:30:00,486
1209,2020-03-05 13:00:00,2020-03-05 14:30:00,487
1210,2020-03-12 13:00:00,2020-03-12 13:28:00,488
1211,2020-03-12 13:28:00,2020-03-12 14:30:00,488
1212,2020-03-19 13:00:00,2020-03-19 14:30:00,489
1213,2020-03-26 13:00:00,2020-03-26 14:30:00,490
1214,2020-07-10 17:00:00,2020-07-10 17:51:00,491
1215,2020-07-10 17:51:00,2020-07-10 17:53:00,491
1216,2020-07-10 17:53:00,2020-07-10 18:34:00,491
1217,2020-07-10 18:34:00,2020-07-10 19:00:00,491
1218,2020-07-17 17:00:00,2020-07-17 18:19:00,492
1219,2020-07-17 18:19:00,2020-07-17 19:00:00,492
1220,2020-07-24 17:00:00,2020-07-24 18:27:00,493
1221,2020-07-24 18:27:00,2020-07-24 18:53:00,493
1222,2020-07-24 18:53:00,2020-07-24 19:00:00,493
1223,2020-07-31 17:00:00,2020-07-31 18:14:00,494
1224,2020-07-31 18:14:00,2020-07-31 18:51:00,494
1225,2020-07-31 18:51:00,2020-07-31 18:55:00,494
1226,2020-07-31 18:55:00,2020-07-31 19:00:00,494
1227,2020-08-07 17:00:00,2020-08-07 18:12:00,495
1228,2020-08-07 18:12:00,2020-08-07 18:55:00,495
1229,2020-08-07 18:55:00,2020-08-07 19:00:00,495
1230,2020-08-14 17:00:00,2020-08-14 19:00:00,496
1231,2020-08-21 17:00:00,2020-08-21 18:30:00,497
1232,2020-08-21 18:30:00,2020-08-21 18:47:00,497
1233,2020-08-21 18:47:00,2020-08-21 19:00:00,497
1234,2020-08-28 17:00:00,2020-08-28 17:58:00,498
1235,2020-08-28 17:58:00,2020-08-28 18:05:00,498
1236,2020-08-28 18:05:00,2020-08-28 18:43:00,498
1237,2020-08-28 18:43:00,2020-08-28 19:00:00,498
1238,2020-09-04 17:00:00,2020-09-04 18:29:00,499
1239,2020-09-04 18:29:00,2020-09-04 18:32:00,499
1240,2020-09-04 18:32:00,2020-09-04 19:00:00,499
1241,2020-09-11 17:00:00,2020-09-11 18:36:00,500
1242,2020-09-11 18:36:00,2020-09-11 18:37:00,500
1243,2020-09-11 18:37:00,2020-09-11 19:00:00,500
1244,2020-09-18 17:00:00,2020-09-18 18:47:00,501
1245,2020-09-18 18:47:00,2020-09-18 18:57:00,501
1246,2020-09-18 18:57:00,2020-09-18 19:00:00,501
1247,2020-09-25 17:00:00,2020-09-25 18:14:00,502
1248,2020-09-25 18:14:00,2020-09-25 19:00:00,502
1249,2020-10-02 17:00:00,2020-10-02 19:00:00,503
1250,2020-10-09 17:00:00,2020-10-09 18:36:00,504
1251,2020-10-09 18:36:00,2020-10-09 18:51:00,504
1252,2020-10-09 18:51:00,2020-10-09 19:00:00,504
1253,2020-10-16 17:00:00,2020-10-16 19:00:00,505
1254,2020-10-23 17:00:00,2020-10-23 17:36:00,506
1255,2020-10-23 17:36:00,2020-10-23 19:00:00,506
1256,2020-10-30 17:00:00,2020-10-30 17:26:00,507
1257,2020-10-30 17:26:00,2020-10-30 18:18:00,507
1258,2020-10-30 18:18:00,2020-10-30 19:00:00,507
1259,2020-11-06 17:00:00,2020-11-06 17:40:00,508
1260,2020-11-06 17:40:00,2020-11-06 18:23:00,508
1261,2020-11-06 18:23:00,2020-11-06 18:24:00,508
1262,2020-11-06 18:24:00,2020-11-06 19:00:00,508
1263,2020-11-13 17:00:00,2020-11-13 19:00:00,509
1264,2020-11-20 17:00:00,2020-11-20 19:00:00,510
1265,2020-11-27 17:00:00,2020-11-27 17:59:00,511
1266,2020-11-27 17:59:00,2020-11-27 18:16:00,511
1267,2020-11-27 18:16:00,2020-11-27 18:39:00,511
1268,2020-11-27 18:39:00,2020-11-27 19:00:00,511
1269,2020-12-04 17:00:00,2020-12-04 18:31:00,512
1270,2020-12-04 18:31:00,2020-12-04 19:00:00,512
1271,2020-12-11 17:00:00,2020-12-11 18:00:00,513
1272,2020-12-11 18:00:00,2020-12-11 18:17:00,513
1273,2020-12-11 18:17:00,2020-12-11 18:48:00,513
1274,2020-12-11 18:48:00,2020-12-11 19:00:00,513
1275,2020-12-18 17:00:00,2020-12-18 19:00:00,514
1276,2020-07-08 13:00:00,2020-07-08 14:26:00,515
1277,2020-07-08 14:26:00,2020-07-08 14:28:00,515
1278,2020-07-08 14:28:00,2020-07-08 14:29:00,515
1279,2020-07-08 14:29:00,2020-07-08 14:30:00,515
1280,2020-07-15 13:00:00,2020-07-15 13:06:00,516
1281,2020-07-15 13:06:00,2020-07-15 14:16:00,516
1282,2020-07-15 14:16:00,2020-07-15 14:25:00,516
1283,2020-07-15 14:25:00,2020-07-15 14:30:00,516
1284,2020-07-22 13:00:00,2020-07-22 13:35:00,517
1285,2020-07-22 13:35:00,2020-07-22 14:24:00,517
1286,2020-07-22 14:24:00,2020-07-22 14:30:00,517
1287,2020-07-29 13:00:00,2020-07-29 14:30:00,518
1288,2020-08-05 13:00:00,2020-08-05 14:30:00,519
1289,2020-08-12 13:00:00,2020-08-12 13:46:00,520
1290,2020-08-12 13:46:00,2020-08-12 14:30:00,520
1291,2020-08-19 13:00:00,2020-08-19 14:03:00,521
1292,2020-08-19 14:03:00,2020-08-19 14:04:00,521
1293,2020-08-19 14:04:00,2020-08-19 14:30:00,521
1294,2020-08-26 13:00:00,2020-08-26 13:32:00,522
1295,2020-08-26 13:32:00,2020-08-26 14:30:00,522
1296,2020-09-02 13:00:00,2020-09-02 13:15:00,523
1297,2020-09-02 13:15:00,2020-09-02 14:30:00,523
1298,2020-09-09 13:00:00,2020-09-09 13:57:00,524
1299,2020-09-09 13:57:00,2020-09-09 14:22:00,524
1300,2020-09-09 14:22:00,2020-09-09 14:23:00,524
1301,2020-09-09 14:23:00,2020-09-09 14:30:00,524
1302,2020-09-16 13:00:00,2020-09-16 14:30:00,525
1303,2020-09-23 13:00:00,2020-09-23 13:33:00,526
1304,2020-09-23 13:33:00,2020-09-23 13:47:00,526
1305,2020-09-23 13:47:00,2020-09-23 13:59:00,526
1306,2020-09-23 13:59:00,2020-09-23 14:30:00,526
1307,2020-01-06 10:00:00,2020-01-06 10:14:00,527
1308,2020-01-06 10:14:00,2020-01-06 10:24:00,527
1309,2020-01-06 10:24:00,2020-01-06 10:30:00,527
1310,2020-01-13 10:00:00,2020-01-13 10:16:00,528
1311,2020-01-13 10:16:00,2020-01-13 10:26:00,528
1312,2020-01-13 10:26:00,2020-01-13 10:30:00,528
1313,2020-01-20 10:00:00,2020-01-20 10:11:00,529
1314,2020-01-20 10:11:00,2020-01-20 10:19:00,529
1315,2020-01-20 10:19:00,2020-01-20 10:30:00,529
1316,2020-01-27 10:00:00,2020-01-27 10:15:00,530
1317,2020-01-27 10:15:00,2020-01-27 10:30:00,530
1318,2020-02-03 10:00:00,2020-02-03 10:11:00,531
1319,2020-02-03 10:11:00,2020-02-03 10:13:00,531
1320,2020-02-03 10:13:00,2020-02-03 10:30:00,531
1321,2020-02-10 10:00:00,2020-02-10 10:30:00,532
1322,2020-02-17 10:00:00,2020-02-17 10:30:00,533
1323,2020-02-24 10:00:00,2020-02-24 10:26:00,534
1324,2020-02-24 10:26:00,2020-02-24 10:30:00,534
1325,2020-03-02 10:00:00,2020-03-02 10:18:00,535
1326,2020-03-02 10:18:00,2020-03-02 10:26:00,535
1327,2020-03-02 10:26:00,2020-03-02 10:30:00,535
1328,2020-03-09 10:00:00,2020-03-09 10:09:00,536
1329,2020-03-09 10:09:00,2020-03-09 10:15:00,536
1330,2020-03-09 10:15:00,2020-03-09 10:16:00,536
1331,2020-03-09 10:16:00,2020-03-09 10:30:00,536
1332,2020-03-16 10:00:00,2020-03-16 10:28:00,537
1333,2020-03-16 10:28:00,2020-03-16 10:30:00,537
1334,2020-03-23 10:00:00,2020-03-23 10:13:00,538
1335,2020-03-23 10:13:00,2020-03-23 10:30:00,538
1336,2020-03-30 10:00:00,2020-03-30 10:30:00,539
1337,2020-04-06 10:00:00,2020-04-06 10:20:00,540
1338,2020-04-06 10:20:00,2020-04-06 10:30:00,540
1339,2020-04-13 10:00:00,2020-04-13 10:01:00,541
1340,2020-04-13 10:01:00,2020-04-13 10:30:00,541
1341,2020-04-20 10:00:00,2020-04-20 10:19:00,542
1342,2020-04-20 10:19:00,2020-04-20 10:30:00,542
1343,2020-04-27 10:00:00,2020-04-27 10:30:00,543
1344,2020-05-04 10:00:00,2020-05-04 10:18:00,544
1345,2020-05-04 10:18:00,2020-05-04 10:30:00,544
1346,2020-05-11 10:00:00,2020-05-11 10:13:00,545
1347,2020-05-11 10:13:00,2020-05-11 10:14:00,545
1348,2020-05-11 10:14:00,2020-05-11 10:26:00,545
1349,2020-05-11 10:26:00,2020-05-11 10:30:00,545
1350,2020-05-18 10:00:00,2020-05-18 10:25:00,546
1351,2020-05-18 10:25:00,2020-05-18 10:30:00,546
1352,2020-05-25 10:00:00,2020-05-25 10:19:00,547
1353,2020-05-25 10:19:00,2020-05-25 10:30:00,547
1354,2020-06-01 10:00:00,2020-06-01 10:25:00,548
1355,2020-06-01 10:25:00,2020-06-01 10:28:00,548
1356,2020-06-01 10:28:00,2020-06-01 10:30:00,548
1357,2020-06-08 10:00:00,2020-06-08 10:30:00,549
1358,2020-06-15 10:00:00,2020-06-15 10:03:00,550
1359,2020-06-15 10:03:00,2020-06-15 10:17:00,550
1360,2020-06-15 10:17:00,2020-06-15 10:30:00,550
1361,2020-06-22 10:00:00,2020-06-22 10:19:00,551
1362,2020-06-22 10:19:00,2020-06-22 10:24:00,551
1363,2020-06-22 10:24:00,2020-06-22 10:30:00,551
1364,2020-01-07 17:00:00,2020-01-07 17:38:00,552
1365,2020-01-07 17:38:00,2020-01-07 17:57:00,552
1366,2020-01-07 17:57:00,2020-01-07 18:00:00,552
1367,2020-01-14 17:00:00,2020-01-14 17:23:00,553
1368,2020-01-14 17:23:00,2020-01-14 18:00:00,553
1369,2020-01-21 17:00:00,2020-01-21 17:17:00,554
1370,2020-01-21 17:17:00,2020-01-21 17:46:00,554
1371,2020-01-21 17:46:00,2020-01-21 17:49:00,554
1372,2020-01-21 17:49:00,2020-01-21 18:00:00,554
1373,2020-01-28 17:00:00,2020-01-28 17:24:00,555
1374,2020-01-28 17:24:00,2020-01-28 17:31:00,555
1375,2020-01-28 17:31:00,2020-01-28 17:42:00,555
1376,2020-01-28 17:42:00,2020-01-28 18:00:00,555
1377,2020-02-04 17:00:00,2020-02-04 17:55:00,556
1378,2020-02-04 17:55:00,2020-02-04 17:57:00,556
1379,2020-02-04 17:57:00,2020-02-04 18:00:00,556
1380,2020-02-11 17:00:00,2020-02-11 17:50:00,557
1381,2020-02-11 17:50:00,2020-02-11 17:52:00,557
1382,2020-02-11 17:52:00,2020-02-11 17:58:00,557
1383,2020-02-11 17:58:00,2020-02-11 18:00:00,557
1384,2020-02-18 17:00:00,2020-02-18 17:56:00,558
1385,2020-02-18 17:56:00,2020-02-18 17:59:00,558
1386,2020-02-18 17:59:00,2020-02-18 18:00:00,558
1387,2020-02-25 17:00:00,2020-02-25 17:14:00,559
1388,2020-02-25 17:14:00,2020-02-25 17:27:00,559
1389,2020-02-25 17:27:00,2020-02-25 17:38:00,559
1390,2020-02-25 17:38:00,2020-02-25 18:00:00,559
1391,2020-03-03 17:00:00,2020-03-03 17:43:00,560
